# --------------------------------
#  ESTIMATOR metadata
#{}
# --------------------------------
#  PAGE metadata
#{
#    "detectorType": "5",
#    "detectorUnit": "MeV/g",
#    "dettyp": "DOSE",
#    "name": "DOSE",
#    "pageDiffUnits": "MeV/g",
#    "pageNormalized": "2",
#    "pageNumber": "0",
#    "pageOffset": "0.0",
#    "pageScaleFactor": "1.0",
#    "pageUnitIds": "[40 40 40]",
#    "unit": "MeV/g/prim"
#}
# --------------------------------
Position (Z) [cm], DOSE [MeV/g/prim]
2.73, 0.8996349455894949
2.734, 0.9071340480651854
2.738, 0.9006061831219568
2.742, 0.9078891098773973
2.746, 0.9103392034293488
2.75, 0.923191787732889
2.754, 0.9192290887787277
2.758, 0.9266909928891159
2.762, 0.9222429452269076
2.766, 0.9266493171865946
2.77, 0.9287787110074912
2.774, 0.9324645393419099
2.778, 0.9407561587279674
2.782, 0.9472548401239231
2.786, 0.9475319902075834
2.79, 0.9494305379679763
2.794, 0.9534162720206558
2.798, 0.9588817393892797
2.802, 0.9659345430132931
2.806, 0.968031686838741
2.81, 0.9746386933504818
2.814, 0.9805805367980878
2.8179999999999996, 0.990574965443552
2.8219999999999996, 0.9934467721268428
2.8259999999999996, 0.9957341821096884
2.8299999999999996, 1.0015940795109284
2.8339999999999996, 1.007640244590484
2.8379999999999996, 1.009998498273545
2.8419999999999996, 1.0192564780707662
2.8459999999999996, 1.022374904322376
2.8499999999999996, 1.0296512248718985
2.8539999999999996, 1.03609637563843
2.8579999999999997, 1.0439190542140404
2.8619999999999997, 1.0554091149278675
2.8659999999999997, 1.0551617437667495
2.8699999999999997, 1.061436022834564
2.8739999999999997, 1.069819269566925
2.8779999999999997, 1.0758358150008271
2.8819999999999997, 1.0845178736985093
2.8859999999999997, 1.0889920047938273
2.8899999999999997, 1.0976831073972135
2.8939999999999997, 1.106058200506619
2.8979999999999997, 1.1096934406568766
2.9019999999999997, 1.1209259477238385
2.9059999999999997, 1.1264588293828532
2.9099999999999997, 1.1350240001016596
2.9139999999999997, 1.1440604013531925
2.9179999999999997, 1.152020392739299
2.9219999999999997, 1.1617901601006317
2.9259999999999997, 1.1741135286079987
2.9299999999999997, 1.1832114375264007
2.9339999999999997, 1.1939596268061774
2.9379999999999997, 1.2088387961573035
2.9419999999999997, 1.20880205338988
2.9459999999999997, 1.2220379268557693
2.9499999999999997, 1.2282969244890505
2.9539999999999997, 1.2431321586536865
2.9579999999999997, 1.2551377619403896
2.9619999999999997, 1.2673989065566273
2.9659999999999997, 1.2790732253361787
2.9699999999999998, 1.2910066879430857
2.9739999999999998, 1.3115767178370945
2.9779999999999998, 1.3258667810672058
2.9819999999999998, 1.33710544992193
2.9859999999999998, 1.3507674525670166
2.9899999999999998, 1.3653563713451886
2.9939999999999998, 1.3723039530513614
2.9979999999999998, 1.3864635041856233
3.002, 1.4086549210791561
3.006, 1.4239529802578128
3.01, 1.4361546175122866
3.014, 1.461427741923521
3.018, 1.4769871585224466
3.022, 1.4938884493272122
3.026, 1.5088347199915508
3.03, 1.530571194121188
3.034, 1.5436952938135533
3.038, 1.5517760546435606
3.042, 1.5675442085428637
3.046, 1.5847554674734887
3.05, 1.6018948095486791
3.054, 1.625089139103865
3.058, 1.6374457445702932
3.062, 1.6614002850416774
3.066, 1.6717335504362518
3.07, 1.6852489798035297
3.074, 1.6954214897398185
3.078, 1.7124541495130725
3.082, 1.7233822415572804
3.086, 1.7249332866339373
3.09, 1.727238433288894
3.094, 1.7430761364719791
3.098, 1.736416021875946
3.102, 1.7466119347768492
3.106, 1.751700700523233
3.11, 1.75332126233535
3.114, 1.7601257203670524
3.118, 1.7578514631216
3.122, 1.7459494130743471
3.126, 1.7457511391626992
3.13, 1.7308538126250366
3.134, 1.7192474747869047
3.138, 1.7011450725341712
3.142, 1.6994288688612507
3.146, 1.676704685049782
3.15, 1.6489272701100188
3.154, 1.6289745946141954
3.158, 1.5947581622575246
3.162, 1.5720820103312598
3.166, 1.5435180558570203
3.17, 1.5109099440079734
3.174, 1.4860677656300239
3.178, 1.4368916682737705
3.182, 1.4140612188180903
3.186, 1.3753528586580295
3.19, 1.3244259084396832
3.194, 1.2848734211294193
3.198, 1.2375996120588524
3.202, 1.2151139513352271
3.206, 1.1652892978282354
3.21, 1.1197730154220988
3.214, 1.083544103170341
3.218, 1.0469839640472451
3.222, 0.983840022663035
3.226, 0.9419047875806713
3.23, 0.9034732718761889
3.234, 0.8463324612175643
3.238, 0.8107349249781979
3.242, 0.7762014369146757
3.246, 0.724739260812466
3.25, 0.6762672639023772
